code,name,city,country,latitude_deg,longitude_deg
LKL,"Lakselv Airport, Banak",Lakselv,Norway,70.068802,24.973499
LKN,Leknes Airport,Leknes,Norway,68.152496337891,13.609399795532
LKO,Chaudhary Charan Singh International Airport,Lucknow,India,26.760599,80.889297
LKY,Lake Manyara Airport,Lake Manyara National Park,Tanzania,-3.37631,35.818298
LKZ,RAF Lakenheath,"Brandon, Suffolk",United Kingdom,52.40954,0.561161
LLA,Luleå Airport,Luleå,Sweden,65.5438,22.122
LLC,Cagayan North International Airport,Lal-lo,Philippines,18.182388,121.746223
LLF,Yongzhou Lingling Airport,Yongzhou,China,26.338661,111.610043
LLV,Lüliang Dawu Airport,Lüliang,China,37.683333,111.142778
LLW,Kamuzu International Airport,Lumbadzi,Malawi,-13.7894,33.780998
LME,Le Mans-Arnage Airport,"Le Mans, Sarthe",France,47.948604,0.201702
LMM,Valle del Fuerte International Airport,Los Mochis,Mexico,25.685503,-109.081159
LMN,Limbang Airport,Limbang,Malaysia,4.808300018310547,115.01000213623047
LMO,RAF Lossiemouth,"Lossiemouth, Moray",United Kingdom,57.7052,-3.33917
LMP,Lampedusa Airport,Lampedusa,Italy,35.497898,12.6181
LMQ,Marsa al Brega Airport,Marsa al Brega,Libya,30.378099,19.576401
LMR,Lime Acres Finsch Mine Airport,Lime Acres,South Africa,-28.36009979248047,23.43910026550293
LMT,Crater Lake-Klamath Regional Airport,Klamath Falls,United States,42.156101,-121.733002
LND,Hunt Field,Lander,United States,42.815201,-108.730003
LNJ,Lincang Boshang Airport,Lincang,China,23.7381,100.025002
LNK,Lincoln Airport,Lincoln,United States,40.844882,-96.76178
LNL,Longnan Chengzhou Airport,Longnan (Cheng),China,33.789918,105.790014
LNO,Leonora Airport,Leonora,Australia,-28.87809944152832,121.31500244140625
LNS,Lancaster Airport,Lancaster,United States,40.121700286865234,-76.29609680175781
LNX,Smolensk North Airport,Smolensk,Russia,54.824,32.025
LNY,Lanai Airport,Lanai City,United States,20.785675,-156.951324
LNZ,Linz-Hörsching Airport,Linz,Austria,48.235362,14.188128
LOK,Lodwar Airport,Lodwar,Kenya,3.12197,35.6087
LOL,Derby Field,Lovelock,United States,40.0663986206,-118.565002441
LOO,Laghouat - Molay Ahmed Medeghri Airport,Laghouat,Algeria,33.7644,2.92834
LOP,Lombok International Airport,"Mataram (Pujut, Lombok Tengah)",Indonesia,-8.759962,116.278169
LOS,Murtala Muhammed International Airport,Lagos,Nigeria,6.57737,3.32116
LOU,Bowman Field,Louisville,United States,38.2280006409,-85.6636962891
LOV,Monclova International Airport,Monclova,Mexico,26.9557,-101.470001
LOZ,London-Corbin Airport/Magee Field,London,United States,37.0821990967,-84.08489990230001
LPA,Gran Canaria Airport,Gran Canaria Island,Spain,27.9319,-15.3866
LPB,El Alto International Airport,La Paz / El Alto,Bolivia,-16.510272,-68.189416
LPF,Liupanshui Yuezhao Airport,Liupanshui (Zhongshan),China,26.609417,104.979
LPG,La Plata Airport,La Plata,Argentina,-34.9722,-57.8947
LPI,Linköping City Airport,Linköping,Sweden,58.404909,15.684499
LPK,Lipetsk Airport,Lipetsk,Russia,52.70280075073242,39.53779983520508
LPL,Liverpool John Lennon Airport,Liverpool,United Kingdom,53.334863,-2.849637
LPP,Lappeenranta Airport,Lappeenranta,Finland,61.044601,28.144743
LPQ,Luang Phabang International Airport,Luang Phabang,Laos,19.904273,102.167191
LPX,Liepāja International Airport,Liepāja,Latvia,56.517502,21.096901
LRD,Laredo International Airport,Laredo,United States,27.5438,-99.461601
LRE,Longreach Airport,Longreach,Australia,-23.4342,144.279999
LRF,Little Rock Air Force Base,Jacksonville,United States,34.916900634799994,-92.14969635010002
LRH,La Rochelle Île de Ré Airport,La Rochelle,France,46.179199,-1.19528
LRL,Niamtougou International Airport,Niamtougou,Togo,9.766675,1.090944
LRM,Casa De Campo International Airport,La Romana,Dominican Republic,18.452222,-68.911111
LRR,Lar Airport,Lar,Iran,27.6747,54.383301
LRT,Lorient South Brittany (Bretagne Sud) Airport,Lorient/Lann/Bihoué,France,47.760601,-3.44
LRU,Las Cruces International Airport,Las Cruces,United States,32.289398,-106.921997
LSC,La Florida Airport,La Serena-Coquimbo,Chile,-29.916201,-71.199501
LSE,La Crosse Regional Airport,La Crosse,United States,43.879002,-91.256699
LSF,Lawson Army Air Field,Fort Benning,United States,32.332546,-84.988003
LSH,Lashio Airport,Lashio,Myanmar,22.9778995513916,97.752197265625
LSI,Sumburgh Airport,"Lerwick, Shetland",United Kingdom,59.878899,-1.29556
LSL,Los Chiles Airport,Los Chiles,Costa Rica,11.0353,-84.7061
LSP,Josefa Camejo International Airport,Paraguaná,Venezuela,11.780775,-70.151497
LSR,Alas Leuser Airport,Kutacane,Indonesia,3.391456,97.863726
LST,Launceston Airport,Launceston (Western Junction),Australia,-41.544935,147.210785
LSV,Nellis Air Force Base,Las Vegas,United States,36.2361984253,-115.033996582
LSX,Lhok Sukon Airport,Lhok Sukon-Sumatra Island,Indonesia,5.06951,97.259201
LSY,Lismore Airport,Lismore,Australia,-28.830689,153.258419
LTA,Tzaneen Airport,Tzaneen,South Africa,-23.8244,30.3293
LTD,Ghadames Airport,Ghadames,Libya,30.145484,9.702095
LTH,Long Thanh International Airport (Under Construction),Ho Chi Minh City (Long Thanh),Vietnam,10.772842,107.040596
LTI,Altai Airport,Altai,Mongolia,46.376399993896484,96.22109985351562
LTK,Latakia International Airport,Latakia,Syria,35.4011,35.9487
LTM,Lethem Airport,Lethem,Guyana,3.37276,-59.789398
LTN,London Luton Airport,"Luton, Luton",United Kingdom,51.874699,-0.368333
LTO,Loreto International Airport,Loreto,Mexico,25.989549,-111.348408
LTQ,Le Touquet-Côte d'Opale Airport,Le Touquet-Paris-Plage,France,50.518284,1.621656
LTS,Altus Air Force Base,Altus,United States,34.667099,-99.266701
LTU,Murod Kond Airport,Latur,India,18.411501,76.464699
LTX,Cotopaxi International Airport,Latacunga,Ecuador,-0.906833,-78.615799
LUA,Tenzing-Hillary Airport,Lukla,Nepal,27.686768,86.729479
LUD,Luderitz Airport,Luderitz,Namibia,-26.687400817871094,15.242899894714355
LUF,Luke Air Force Base,Glendale,United States,33.535,-112.383003
LUG,Lugano Airport,Agno,Switzerland,46.004299,8.91058
LUK,Cincinnati Municipal Airport Lunken Field,Cincinnati,United States,39.102357,-84.418945
LUM,Dehong Mangshi International Airport,Dehong (Mangshi),China,24.4011,98.5317
LUN,Kenneth Kaunda International Airport,Lusaka,Zambia,-15.330833,28.452722
LUO,Luena Airport,Luena,Angola,-11.7681,19.897699
LUQ,Brigadier Mayor D Cesar Raul Ojeda Airport,San Luis,Argentina,-33.273201,-66.3564
LUR,Cape Lisburne LRRS Airport,Cape Lisburne,United States,68.875099,-166.110001
LUV,Karel Sadsuitubun Airport,Langgur,Indonesia,-5.760278,132.759444
LUW,Syukuran Aminuddin Amir Airport,Luwok,Indonesia,-1.035893,122.773934
LUX,Luxembourg-Findel International Airport,Luxembourg,Luxembourg,49.626845,6.212134
LUZ,Lublin Airport,Lublin,Poland,51.240157,22.713461
LVA,Laval-Entrammes Airport,"Laval, Mayenne",France,48.032208,-0.743999
LVI,Harry Mwanga Nkumbula International Airport,Livingstone,Zambia,-17.821524,25.819642
LVM,Mission Field,Livingston,United States,45.6994018555,-110.447998047
LVP,Lavan Airport,Lavan Airport,Iran,26.810742,53.354302
LVS,Las Vegas Municipal Airport,Las Vegas,United States,35.654202,-105.141998
LWB,Greenbrier Valley Airport,Lewisburg,United States,37.857914,-80.400438
LWM,Lawrence Municipal Airport,Lawrence,United States,42.717201232899995,-71.1233978271
LWN,Shirak International Airport,Gyumri,Armenia,40.750401,43.859299
LWO,Lviv International Airport,Lviv,Ukraine,49.8125,23.9561
LWR,Leeuwarden Air Base,Leeuwarden,Netherlands,53.228599548339844,5.760560035705566
LWS,Lewiston Nez Perce County Airport,Lewiston,United States,46.3745002746582,-117.01499938964844
LWT,Lewistown Municipal Airport,Lewistown,United States,47.048429,-109.466143
LXA,Lhasa Gonggar International Airport,Shannan (Gonggar),China,29.298001,90.911951
LXR,Luxor International Airport,Luxor,Egypt,25.671018,32.706446
LYA,Luoyang Beijiao Airport,Luoyang (Laocheng),China,34.7411,112.388
LYB,Edward Bodden Little Cayman Airfield,Blossom Village,Cayman Islands,19.660161,-80.088826
LYC,Lycksele Airport,Lycksele,Sweden,64.548302,18.7162
LYG,Lianyungang Huaguoshan International Airport,Lianyungang,China,34.41406,119.17899
LYH,Lynchburg Regional Airport - Preston Glenn Field,Lynchburg,United States,37.326698,-79.200401
LYI,Linyi Qiyang Airport,Linyi (Hedong),China,35.052918,118.411828
LYN,Lyon Bron Airport,"Chassieu, Lyon",France,45.727947,4.943991
LYP,Faisalabad International Airport,Faisalabad,Pakistan,31.364923,72.995319
LYR,"Svalbard Airport, Longyear",Longyearbyen,Norway,78.246101,15.4656
LYS,Lyon Saint-Exupéry Airport,"Colombier-Saugnieu, Rhône",France,45.725996,5.090139
LYU,Ely Municipal Airport,Ely,United States,47.82450104,-91.83070374
LYX,Lydd London Ashford Airport,"Romney Marsh, Kent",United Kingdom,50.956246,0.939074
LZC,Lázaro Cárdenas Airport,Lázaro Cárdenas,Mexico,18.001672,-102.220316
LZG,Langzhong Gucheng Airport,Nanchong (Langzhong),China,31.50191,106.034417
LZH,Liuzhou Bailian Airport / Bailian Air Base,Liuzhou (Liujiang),China,24.2075,109.390999
LZN,Matsu Nangan Airport,Matsu (Nangan),Taiwan,26.159656,119.958376
LZO,Luzhou Yunlong Airport,Luzhou (Yunlong),China,29.030357,105.468407
LZY,Nyingchi Mainling Airport,Nyingchi (Mainling),China,29.303301,94.335297
MAA,Chennai International Airport,Chennai,India,12.990005,80.169296
MAB,João Correa da Rocha Airport,Marabá,Brazil,-5.36859,-49.138
MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,40.493407,-3.572249
MAF,Midland International Air and Space Port,Midland,United States,31.942499,-102.202003
MAG,Madang Airport,Madang,Papua New Guinea,-5.20707988739,145.789001465
MAH,Menorca Airport,Mahón (Maó),Spain,39.862598,4.21865
MAJ,Marshall Islands International Airport,Majuro Atoll,Marshall Islands,7.06511,171.271656
MAK,Malakal International Airport,Malakal,South Sudan,9.558739,31.651937
MAM,General Servando Canales International Airport,Matamoros,Mexico,25.7698993683,-97.5252990723
MAN,Manchester Airport,"Manchester, Greater Manchester",United Kingdom,53.349375,-2.279521
MAO,Eduardo Gomes International Airport,Manaus,Brazil,-3.03861,-60.049702
MAR,La Chinita International Airport,Maracaibo,Venezuela,10.557542,-71.729307
MAS,Momote Airport,Manus Island,Papua New Guinea,-2.06189,147.423996
MAX,Ouro Sogui Airport,Ouro Sogui,Senegal,15.5936,-13.3228
MAY,Clarence A. Bain Airport,Mangrove Cay,Bahamas,24.287701,-77.684601
MAZ,Eugenio Maria De Hostos Airport,Mayaguez,Puerto Rico,18.255699157714844,-67.14849853515625
MBA,Moi International Airport,Mombasa,Kenya,-4.03483,39.5942
MBD,Mmabatho International Airport,Mafeking,South Africa,-25.798400878900004,25.548000335699996
MBE,Monbetsu Airport,Monbetsu,Japan,44.303901672399995,143.404006958
MBG,Mobridge Municipal Airport,Mobridge,United States,45.54650116,-100.4079971
MBI,Songwe Airport,Mbeya,Tanzania,-8.919942,33.273981
MBJ,Sangster International Airport,Montego Bay,Jamaica,18.50342,-77.91323
MBO,Mamburao Airport,Mamburao,Philippines,13.208048,120.605457
MBS,MBS International Airport,Freeland,United States,43.533181,-84.083104
MBT,Moises R. Espinosa Airport,Masbate,Philippines,12.369682,123.630095
MBW,Melbourne Moorabbin Airport,Melbourne,Australia,-37.977765,145.099799
MBX,Maribor Edvard Rusjan Airport,Maribor,Slovenia,46.4799,15.6861
MCB,McComb-Pike County Airport / John E Lewis Field,McComb,United States,31.178499,-90.471901
MCC,McClellan Airfield,Sacramento,United States,38.667599,-121.401001
MCE,Merced Regional Macready Field,Merced,United States,37.284698,-120.514
MCF,MacDill Air Force Base,Tampa,United States,27.8493,-82.521202
MCG,McGrath Airport,McGrath,United States,62.95289993,-155.6060028
MCI,Kansas City International Airport,Kansas City,United States,39.301699,-94.713893
MCJ,Jorge Isaac Airport,La Mina-Maicao,Colombia,11.2325,-72.4901
MCK,McCook Ben Nelson Regional Airport,McCook,United States,40.207787,-100.592794
MCN,Middle Georgia Regional Airport,Macon,United States,32.69279861450195,-83.64920043945312
MCO,Orlando International Airport,Orlando,United States,28.429399490356445,-81.30899810791016
MCP,Macapá - Alberto Alcolumbre International Airport,Macapá,Brazil,0.050664,-51.072201
MCS,Monte Caseros Airport,Monte Caseros,Argentina,-30.2719,-57.6402
MCT,Muscat International Airport,Muscat/Seeb,Oman,23.600218,58.285268
MCU,Montluçon-Guéret Airport,"Lépaud, Creuse",France,46.222599,2.36396
MCW,Mason City Municipal Airport,Mason City,United States,43.159801,-93.329716
MCX,Makhachkala Uytash International Airport,Makhachkala,Russia,42.816799,47.652302
MCY,Sunshine Coast Airport,Maroochydore,Australia,-26.593324,153.08319
MCZ,Zumbi dos Palmares International Airport,Maceió,Brazil,-9.512559,-35.791839
MDC,Sam Ratulangi International Airport,Manado,Indonesia,1.548591,124.92625
MDE,Jose Maria Córdova International Airport,Medellín,Colombia,6.16454,-75.4231
MDG,Mudanjiang Hailang International Airport,Mudanjiang,China,44.525172,129.568634
MDH,Southern Illinois Airport,Murphysboro,United States,37.778099,-89.251999
MDI,Makurdi Airport,Makurdi,Nigeria,7.70388,8.61394
MDK,Mbandaka Airport,Mbandaka,Democratic Republic of the Congo,0.0226000007242,18.2887001038
MDL,Mandalay International Airport,Mandalay,Myanmar,21.702199935913086,95.97789764404297
MDQ,Ástor Piazzola International Airport,Mar del Plata,Argentina,-37.9342,-57.5733
MDT,Harrisburg International Airport,Harrisburg,United States,40.192838,-76.762333
MDU,Mendi Airport,Mendi,Papua New Guinea,-6.14774,143.656998
MDW,Chicago Midway International Airport,Chicago,United States,41.785999,-87.752403
MDY,Henderson Field,Sand Island,United States Minor Outlying Islands,28.2017,-177.380997
MDZ,Governor Francisco Gabrielli International Airport,Mendoza,Argentina,-32.831699,-68.7929
MEA,Macaé Benedito Lacerda Airport,Macaé,Brazil,-22.343,-41.765999
MEB,Melbourne Essendon Airport,Essendon Fields,Australia,-37.7281,144.901993
MEC,Eloy Alfaro International Airport,Manta,Ecuador,-0.9460780024528503,-80.67880249023438
MED,Prince Mohammad Bin Abdulaziz Airport,Medina,Saudi Arabia,24.5534,39.705101
MEE,Maré Airport,Maré,New Caledonia,-21.482438,168.038465
MEG,Malanje Airport,Malanje,Angola,-9.525090217590332,16.312400817871094
MEH,Mehamn Airport,Mehamn,Norway,71.029701,27.8267
MEI,Key Field / Meridian Regional Airport,Meridian,United States,32.3326,-88.7519
MEK,Bassatine Airport,Meknes,Morocco,33.879101,-5.51512
MEL,Melbourne Airport,Melbourne,Australia,-37.670732,144.837898
MEM,Memphis International Airport,Memphis,United States,35.043845,-89.97634
MEN,Mende-Brenoux Airfield,Mende/Brénoux,France,44.502102,3.53282
MEQ,Cut Nyak Dhien Airport,Kuala Pesisir,Indonesia,4.040998,96.253312
MER,Castle Airport,Merced,United States,37.38050079,-120.5680008
MES,Soewondo Air Force Base,Medan,Indonesia,3.558425,98.672275
MEU,Monte Dourado - Serra do Areão Airport,Almeirim,Brazil,-0.889839,-52.6022
MEX,Mexico City Benito Juárez International Airport,Mexico City,Mexico,19.435822,-99.07033
MFD,Mansfield Lahm Regional Airport,Mansfield,United States,40.82139968869999,-82.5166015625
MFE,McAllen Miller International Airport,McAllen,United States,26.176141,-98.237965
MFH,Mesquite Airport,Mesquite,United States,36.833105,-114.055928
MFK,Matsu Beigan Airport,Matsu (Beigan),Taiwan,26.22414,120.002679
MFM,Macau International Airport,Nossa Senhora do Carmo,Macau,22.149599,113.592003
MFQ,Maradi Airport,Maradi,Niger,13.5025,7.12675
MFR,Rogue Valley International-Medford Airport,Medford,United States,42.374199,-122.873001
MFU,Mfuwe International Airport,Mfuwe,Zambia,-13.2589,31.9366
MGA,Augusto C. Sandino (Managua) International Airport,Managua,Nicaragua,12.1415,-86.168198
MGB,Mount Gambier Airport,Mount Gambier,Australia,-37.744382,140.780561
MGC,Michigan City Municipal Airport,Michigan City,United States,41.7033,-86.821198
MGE,Dobbins Air Reserve Base,Marietta,United States,33.915401,-84.516296
MGF,Regional de Maringá - Sílvio Name Júnior Airport,Maringá,Brazil,-23.47606,-52.016187
MGH,Margate Airport,Margate,South Africa,-30.8574008942,30.343000412
MGL,Mönchengladbach Airport,Mönchengladbach,Germany,51.230278,6.504444
MGM,Montgomery Regional (Dannelly Field) Airport,Montgomery,United States,32.300598,-86.393997
MGN,Baracoa Airport,Magangué,Colombia,9.28474,-74.8461
MGQ,Aden Adde International Airport,Mogadishu,Somalia,2.01444,45.304699
MGW,Morgantown Municipal Airport Walter L. (Bill) Hart Field,Morgantown,United States,39.643305,-79.917598
MGZ,Myeik Airport,Mkeik,Myanmar,12.439800262451172,98.62149810791016
MHD,Mashhad International Airport,Mashhad,Iran,36.234821,59.642949
MHG,Mannheim-City Airport,Mannheim,Germany,49.473057,8.514167
MHH,Leonard M. Thompson International Airport,Marsh Harbour,Bahamas,26.510711,-77.084262
MHK,Manhattan Regional Airport,Manhattan,United States,39.14099884033203,-96.6707992553711
MHQ,Mariehamn Airport,Mariehamn,Finland,60.1222,19.898199
MHR,Sacramento Mather Airport,Sacramento,United States,38.554744,-121.297989
MHT,Manchester-Boston Regional Airport,Manchester,United States,42.932598,-71.435699
MHU,Mount Hotham Airport,Mount Hotham,Australia,-37.0475006104,147.333999634
MHV,Mojave Air &  Space Port,Mojave,United States,35.056391,-118.145342
MHZ,RAF Mildenhall,"Bury Saint Edmunds, Suffolk",United Kingdom,52.3619,0.486406
MIA,Miami International Airport,Miami,United States,25.796011,-80.289751
MIB,Minot Air Force Base,Minot,United States,48.4156,-101.358002
MID,Manuel Crescencio Rejón International Airport,Mérida,Mexico,20.930485,-89.645462
MIE,Delaware County Johnson Field,Muncie,United States,40.242298,-85.395897
MIG,Mianyang Nanjiao Airport,Mianyang (Fucheng),China,31.428101,104.740997
MII,Frank Miloye Milenkowichi–Marília State Airport,Marília,Brazil,-22.196899,-49.926485
MIK,Mikkeli Airport,Mikkeli,Finland,61.6866,27.201799
MIM,Merimbula Airport,Merimbula,Australia,-36.9085998535,149.901000977
MIR,Monastir Habib Bourguiba International Airport,Monastir,Tunisia,35.75809860229492,10.75469970703125
MIU,Maiduguri International Airport,Maiduguri,Nigeria,11.854163,13.080702
MIV,Millville Municipal Airport,Millville,United States,39.367802,-75.072197
MJD,Moenjodaro Airport,Moenjodaro,Pakistan,27.335199,68.143097
MJF,"Mosjøen Airport, Kjærstad",Mosjøen,Norway,65.783997,13.2149
MJI,Mitiga International Airport,Tripoli,Libya,32.89177,13.287878
MJK,Shark Bay Airport,Denham,Australia,-25.897294,113.575802
MJL,Mouilla Ville Airport,Mouila,Gabon,-1.84514,11.0567
MJM,Mbuji Mayi Airport,Mbuji Mayi,Democratic Republic of the Congo,-6.121240139010001,23.569000244099996
MJN,Amborovy Airport,Mahajanga,Madagascar,-15.666842,46.351233
MJT,Mytilene International Airport,Mytilene,Greece,39.057406,26.598629
MJZ,Mirny Airport,Mirny,Russia,62.534698486328125,114.03900146484375
MKC,Charles B. Wheeler Downtown Airport,Kansas City,United States,39.123199,-94.592796
MKE,General Mitchell International Airport,Milwaukee,United States,42.947201,-87.896599
MKG,Muskegon County Airport,Muskegon,United States,43.169498,-86.238197
MKK,Molokai Airport,Kaunakakai,United States,21.152901,-157.095993
MKL,McKellar-Sipes Regional Airport,Jackson,United States,35.599899,-88.915604
MKM,Mukah Airport,Mukah,Malaysia,2.881944,112.043333
MKP,Makemo Airport,Makemo,French Polynesia,-16.5839,-143.658005
MKQ,Mopah International Airport,Merauke,Indonesia,-8.523898,140.419693
MKU,Makokou Airport,Makokou,Gabon,0.5792109966278076,12.890899658203125
MKW,Rendani Airport,Manokwari,Indonesia,-0.891833,134.048996
MKY,Mackay Airport,Mackay,Australia,-21.170816,149.182588
MKZ,Malacca International Airport,Malacca,Malaysia,2.265613,102.252778
MLA,Malta International Airport,Valletta,Malta,35.845932,14.491546
MLB,Melbourne Orlando International Airport,Melbourne,United States,28.102009,-80.641088
MLC,Mc Alester Regional Airport,Mc Alester,United States,34.882401,-95.783501
MLE,Velana International Airport,Malé,Maldives,4.19183,73.529099
MLG,Abdul Rachman Saleh Airport,Malang,Indonesia,-7.929099,112.714233
MLI,Quad City International Airport,Moline,United States,41.448502,-90.5075
MLM,General Francisco J. Mujica International Airport,Morelia,Mexico,19.849899,-101.025002
MLN,Melilla Airport,Melilla,Spain,35.2798,-2.95626
MLS,Miles City Airport - Frank Wiley Field,Miles City,United States,46.427268,-105.885372
MLU,Monroe Regional Airport,Monroe,United States,32.510899,-92.037697
MLW,Spriggs Payne Airport,Monrovia,Liberia,6.28906,-10.7587
MLX,Malatya Erhaç Airport,Malatya,Turkey,38.435298919699996,38.0909996033
MMB,Memanbetsu Airport,Ōzora,Japan,43.8805999756,144.164001465
MMD,Minamidaito Airport,Minamidaito,Japan,25.8465,131.263
MME,Teesside International Airport,"Darlington, Durham",United Kingdom,54.509201,-1.42941
MMH,Mammoth Yosemite Airport,Mammoth Lakes,United States,37.625381,-118.84306
MMJ,Shinshu-Matsumoto Airport,Matsumoto,Japan,36.166801,137.923004
MMK,Emperor Nicholas II Murmansk Airport,Murmansk,Russia,68.7817,32.750801
MMO,Maio Airport,Vila do Maio,Cape Verde,15.155900001525879,-23.213699340820312
MMT,Mc Entire Joint National Guard Base,Eastover,United States,33.92079926,-80.80130005
MMU,Morristown Municipal Airport,Morristown,United States,40.799062,-74.414949
MMX,Malmö Sturup Airport,Malmö,Sweden,55.535564,13.376327
MMY,Miyako Airport,Miyakojima,Japan,24.782801,125.294998
MMZ,Maymana Zahiraddin Faryabi Airport,Maymana,Afghanistan,35.930801,64.760902
MNC,Nacala International Airport,Nacala,Mozambique,-14.4882,40.7122
MNG,Maningrida Airport,Maningrida,Australia,-12.0560998917,134.23399353
MNH,Mussanah Airport,Al Masna'ah,Oman,23.640556,57.4875
MNI,John A. Osborne Airport,Gerald's Park,Montserrat,16.791835,-62.193204
MNJ,Mananjary Airport,Mananjary,Madagascar,-21.201799,48.358299
MNL,Ninoy Aquino International Airport,Manila (Pasay),Philippines,14.5086,121.019997
MNR,Mongu Airport,Mongu,Zambia,-15.2545,23.1623
MNX,Manicoré Airport,Manicoré,Brazil,-5.81138,-61.278301
MNZ,Washington Manassas Harry P. Davis Field,Manassas,United States,38.723021,-77.515422
MOA,Orestes Acosta Airport,Moa,Cuba,20.653900146484375,-74.92220306396484
MOB,Mobile Regional Airport,Mobile,United States,30.6912,-88.242798
MOC,Mário Ribeiro Airport,Montes Claros,Brazil,-16.706919,-43.818901
MOD,Modesto City Co-Harry Sham Field,Modesto,United States,37.625801,-120.954002
MOG,Mong Hsat Airport,Mong Hsat,Myanmar,20.516799926757812,99.25679779052734
MOL,"Molde Airport, Årø",Årø,Norway,62.744701,7.2625
MOQ,Morondava Airport,Morondava,Madagascar,-20.2847,44.3176
MOT,Minot International Airport,Minot,United States,48.25801,-101.279123
MOV,Moranbah Airport,Moranbah,Australia,-22.057800293,148.07699585
MOZ,Moorea Temae Airport,Moorea-Maiao,French Polynesia,-17.48979,-149.761777
MPA,Katima Mulilo Airport,Mpacha,Namibia,-17.634258,24.176688
MPH,Godofredo P. Ramos Airport,Caticlan,Philippines,11.9245,121.954002
MPL,Montpellier-Méditerranée Airport,Montpellier/Méditerranée,France,43.576199,3.96301
MPM,Maputo Airport,Maputo,Mozambique,-25.920799,32.572601
MPN,Mount Pleasant Airport / RAF Mount Pleasant,Mount Pleasant,Falkland Islands,-51.822642,-58.445777
MPV,Edward F Knapp State Airport,Barre/Montpelier,United States,44.20349884,-72.56230164
MPW,Mariupol International Airport,Mariupol,Ukraine,47.07609939575195,37.44960021972656
MPY,Maripasoula Airport,Maripasoula,French Guiana,3.655907,-54.039431
MQF,Magnitogorsk International Airport,Magnitogorsk,Russia,53.391991,58.755235
MQH,Minaçu Airport,Minaçu,Brazil,-13.5491,-48.195301
MQJ,Moma Airport,Khonuu,Russia,66.450861,143.261551
MQL,Mildura Airport,Mildura,Australia,-34.229198455799995,142.085998535
MQM,Mardin Airport,Mardin,Turkey,37.223300933800004,40.6316986084
MQN,"Mo i Rana Airport, Røssvoll",Mo i Rana,Norway,66.363899230957,14.301400184631
MQP,Kruger Mpumalanga International Airport,Mbombela,South Africa,-25.383327,31.105325
MQQ,Moundou Airport,Moundou,Chad,8.628503,16.074241
MQS,Mustique Airport,Lovell,Saint Vincent and the Grenadines,12.8879,-61.180199
MQT,Marquette/Sawyer International Airport,Gwinn,United States,46.351498,-87.395884
MQU,Mariquita Airport,Mariquita,Colombia,5.21256,-74.8836
MQX,Mekele Alula Aba Nega Airport,Mekele,Ethiopia,13.4674,39.533501
MQY,Smyrna Airport,Smyrna,United States,36.0089988708,-86.5201034546
MRB,Eastern WV Regional Airport/Shepherd Field,Martinsburg,United States,39.40190125,-77.98459625
MRD,Alberto Carnevalli Airport,Mérida,Venezuela,8.582078,-71.161041
MRE,Mara Serena Lodge Airstrip,Serena,Kenya,-1.404588,35.008349
MRG,Mareeba Airport,Mareeba,Australia,-17.070277,145.424228
MRI,Merrill Field,Anchorage,United States,61.212792,-149.843988
MRO,Hood Airport,Masterton,New Zealand,-40.974634,175.63454
MRQ,Marinduque Airport,Gasan,Philippines,13.361000061035156,121.82599639892578
MRR,Jose Maria Velasco Ibarra Airport,Macará,Ecuador,-4.37823009491,-79.94100189210002
MRS,Marseille Provence Airport,"Marignane, Bouches-du-Rhône",France,43.438088,5.2125
MRU,Sir Seewoosagur Ramgoolam International Airport,Plaine Magnien,Mauritius,-20.430201,57.683601
MRV,Mineralnye Vody Airport,Mineralnyye Vody,Russia,44.225101,43.081902
MRW,Lolland Falster Maribo Airport,Rødby,Denmark,54.699447,11.438163
MRX,Mahshahr Airport,Mahshahr,Iran,30.5562,49.151901
MRY,Monterey Regional Airport,Monterey,United States,36.586777,-121.844183
MRZ,Moree Airport,Moree,Australia,-29.498899459799997,149.845001221
MSH,RAFO Masirah,Masirah,Oman,20.6754,58.890499
MSJ,Misawa Airport / Misawa Air Base,Misawa,Japan,40.703201,141.367996
MSL,Northwest Alabama Regional Airport,Muscle Shoals,United States,34.745123,-87.612981
MSN,Dane County Regional Truax Field,Madison,United States,43.1399,-89.337502
MSO,Missoula Montana Airport,Missoula,United States,46.915816,-114.091107
MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,Minneapolis,United States,44.880081,-93.221741
MSQ,Minsk National Airport,Minsk,Belarus,53.888071,28.039964
MSR,Muş Airport,Muş,Turkey,38.747798919677734,41.66120147705078
MSS,Massena International Airport Richards Field,Massena,United States,44.936157,-74.844304
MST,Maastricht Aachen Airport,Maastricht,Netherlands,50.911087,5.769401
MSU,Moshoeshoe I International Airport,Maseru(Mazenod),Lesotho,-29.456277,27.554456
MSW,Massawa International Airport,Massawa,Eritrea,15.67,39.370098
MSY,Louis Armstrong New Orleans International Airport,New Orleans,United States,29.993401,-90.264673
MSZ,Welwitschia Mirabilis International Airport,Moçâmedes,Angola,-15.2612,12.1468
MTC,Selfridge Air National Guard Base Airport,Mount Clemens,United States,42.613463,-82.836919
MTH,Florida Keys Marathon International Airport,Marathon,United States,24.726006,-81.05138
MTJ,Montrose Regional Airport,Montrose,United States,38.5098,-107.893997
MTN,Martin State Airport,Baltimore,United States,39.325699,-76.413803
MTR,Los Garzones Airport,Montería,Colombia,8.82374,-75.8258
